route,family,role,visible_entry_point,navigation_path,reachability_status,hidden_surface_disposition,certification_status,route_kind,source_file,source_line
/admin/trench-safety/field-reports,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,837
/admin/jha-plans/poster,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,839
/admin/posters/print-all,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,841
/admin/incidents,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,843
/admin/incidents/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,844
/admin/daily,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED auth + ES + 390/1440 + shared-shell proof,static_route,frontend/src/app/routing/AppRoutes.jsx,846
/admin/daily/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED auth + ES + 390/1440 + PDF artifact,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,847
/admin/equipment-inspections,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,853
/admin/equipment/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,854
/admin/qaqc/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,862
/admin/leadership/records,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,863
/admin/leadership/records/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,864
/admin/safety/issuance/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,865
/admin/safety/training/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,866
/pm/login,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED auth + ES + 390 + no overflow,static_route,frontend/src/app/routing/AppRoutes.jsx,873
/pm/reset/:token,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,874
/pm/change-password,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,875
/pm,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,876
/pm/hub,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,878
/pm/hub_legacy,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,879
/pm/hub_v2,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,881
/pm/holds,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,884
/pm/due-today,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,885
/pm/crew-compliance,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,887
/pm/jobs,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,895
/pm/job/:projectNumber/team,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,896
/pm/project-staffing,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,898
/pm/project-schedule,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,899
/pm/monday-review,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,900
/pm/projects/:projectNumber,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,911
/pm/projects-legacy/:projectNumber,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,912
/pm/project/:projectNumber,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,916
/pm/project/:projectNumber/thread,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,921
/pm/command-center,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,925
/operations-center,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,930
/admin/executive-operational-intelligence,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,931
/operations-map,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,932
/pm/field-leadership,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,933
/pm/fleet,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,934
/pm/people,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,935
/pm/suppliers,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,936
/admin/vendors/:vendorId/thread,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,941
/admin/assets/:assetRef/thread,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,942
/pm/posters,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,943
/pm/qaqc,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,944
/pm/photos,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,945
/pm/daily,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,954
/pm/daily/:id,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,955
/pm/incidents,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,956
/pm/incidents/:id,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,957
/pm/meetings,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,958
/pm/meetings/:id,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,959
/pm/inspections,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,960
/pm/inspections/:id,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,961
/pm/jha-plans,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,962
/pm/trench-boxes,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,963
/pm/equipment,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,964
/pm/equipment/:id,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,965
/pm/trench-safety,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,971
/pm/trench-safety/assets,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,972
/pm/trench-safety/assets/:assetId,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,973
/pm/trench-safety/tabulated-data,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,974
/pm/trench-safety/reports,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,975
/pm/trench-safety/excavations,Project Management,Project Management,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,976
/shop/login,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED auth + ES + 390 + no overflow,static_route,frontend/src/app/routing/AppRoutes.jsx,982
/shop/reset/:token,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,983
/shop/change-password,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,984
/shop,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,990
/shop/hub_legacy,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,991
/shop/hub_v2,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,992
/shop/asset-care,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,996
/shop/manager/queue,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1000
/shop/me,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1001
/shop/units/history,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1003
/shop/units/:unitNumber/history,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1004
/shop/fuel-lube/new,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1006
/shop/fuel-lube,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1008
/shop/fuel-lube/:visitId,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1009
/shop/service-truck-reconciliation/new,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1011
/shop/service-truck-reconciliation,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1012
/shop/service-truck-reconciliation/:recId,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1013
/shop/pm,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1015
/shop/pm/templates,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1016
/shop/pm/schedules,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1017
/shop/pm/work-orders,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1018
/shop/pm/work-orders/:id,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1019
/shop/trench-safety-repairs,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1020
/shop/fleet,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1021
/fleet/unit/:unit_number,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1025
/shop/equipment,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1029
/shop/equipment/:id,Shop Operations,Shop operator,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1030
/hr/login,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED auth + ES + 390 + no overflow,static_route,frontend/src/app/routing/AppRoutes.jsx,1039
/sign-in,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1040
/change-password,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1041
/hr/forgot,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1042
/hr/reset/:token,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,1043
/hr/change-password,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1044
/hr,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1046
/hr/hub_legacy,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1047
/hr/hub_v2,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,REPAIRED_NOT_CERTIFIED after shared auth/session fix,static_route,frontend/src/app/routing/AppRoutes.jsx,1049
/hr/field-leadership,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1050
/hr/field-leadership-users,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1051
/hr/employee-accountability,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1052
/hr/time-verification,Human Resources,Human Resources,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,1053
