forensic_surface_id,surface_scope,included_in_hidden_detail_113,included_in_route_non_primary_165,included_in_route_forensic_169,included_in_broad_forensic_305,family,source_file,source_line,surface_type,route_or_launch_point,parent_or_context,intended_audience,entry_path,navigation_source,role_requirements,hidden_state,origin_classification,final_disposition,canonical_relationship,certification_or_blocker_status,evidence_strength,evidence_summary,risk_summary,notes
ROUTE-0015,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,531,redirect_route,/qa-qc,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/qaqc`, which passed without overflow or English chrome leaks.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0016,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,532,detail_route,/qaqc/:slug/new,/qaqc/:slug,Public / Shared,Parent workflow via /qaqc/:slug,Parent list or workflow under /qaqc/:slug,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/qaqc/:slug,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 1 shared/public certification: discovered concrete-form create route passed EN/ES and mobile/desktop proof after sticky-footer overflow fix.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0017,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,533,detail_route,/qaqc/:id,/qaqc,Public / Shared,Parent workflow via /qaqc,Parent list or workflow under /qaqc,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/qaqc,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0024,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,551,detail_route,/constraints/:id,/constraints,Public / Shared,Parent workflow via /constraints,Parent list or workflow under /constraints,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/constraints,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 shared/public certification: constraint detail route verified to handle invalid ids gracefully with clean error state.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0026,route_surface,YES,YES,YES,YES,Field Leadership,app/routing/AppRoutes.jsx,557,hidden_companion_route,/leadership/hub_v2,/leadership,Field Leadership / admin reviewer,Parent workflow via /leadership,Parent list or workflow under /leadership,Field Leadership / admin reviewer,HIDDEN,DUPLICATE_IMPLEMENTATION,INTENTIONALLY_HIDDEN_AND_GOVERNED,HIDDEN_COMPANION_OF:/leadership,CERTIFIED operator-language + load proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,"Reachable route known, but no route-level certification evidence yet.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,DISCOVERED_NOT_OPENED
ROUTE-0028,route_surface,YES,YES,YES,YES,Field Leadership,app/routing/AppRoutes.jsx,562,detail_route,/leadership/records/:id,/leadership/records,Field Leadership / admin reviewer,Parent workflow via /leadership/records,Parent list or workflow under /leadership/records,Field Leadership / admin reviewer,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/leadership/records,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0029,route_surface,YES,YES,YES,YES,Field Leadership,app/routing/AppRoutes.jsx,563,detail_route,/leadership/:kind/new,/leadership/:kind,Field Leadership / admin reviewer,Parent workflow via /leadership/:kind,Parent list or workflow under /leadership/:kind,Field Leadership / admin reviewer,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/leadership/:kind,CERTIFIED operator-language + deep-link proof (2026-08-03),LEDGER_AND_CERTIFICATION_RATIONALE,Surface discovered from source/runtime inventory and still lacks direct runtime proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,UNTOUCHED
ROUTE-0038,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,578,redirect_route,/jha/submit,/jha,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/jha,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/jha`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0039,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,579,redirect_route,/jha/new,/jha,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/jha,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/jha`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0040,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,581,redirect_route,/trench-boxes,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/trench-safety/tabulated-data`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0045,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,589,detail_route,/trench-safety/assets/:assetId,/trench-safety/assets,Public / Shared,Parent workflow via /trench-safety/assets,Parent list or workflow under /trench-safety/assets,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/trench-safety/assets,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0046,route_surface,YES,YES,YES,YES,Transportation Operations,app/routing/AppRoutes.jsx,591,detail_route,/transport-invite/:token,/transport-invite,Transportation / Dispatch / Carrier,Token or email handoff,Token or email workflow,Transportation / Dispatch / Carrier,DETAIL,INTENTIONAL_TOKEN_LINK,TOKEN_OR_EMAIL_LINK_ONLY,DETAIL_UNDER:/transport-invite,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0047,route_surface,YES,YES,YES,YES,Transportation Operations,app/routing/AppRoutes.jsx,592,detail_route,/transport-verify/:cnum,/transport-verify,Transportation / Dispatch / Carrier,Parent workflow via /transport-verify,Bounded public workflow,Transportation / Dispatch / Carrier,DETAIL,INTENTIONAL_PUBLIC_LINK,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/transport-verify,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Token/public entry points can fail silently if invalid-state handling or bounded access rules regress.,CERTIFIED
ROUTE-0048,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,600,redirect_route,/incidents/new,/incidents,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/incidents,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/incidents/report`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0049,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,601,redirect_route,/incidents/submit,/incidents,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/incidents,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/incidents/report`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0052,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,607,detail_route,/safety/cases/:caseId,/safety/cases,Safety operator / public safety user,Parent workflow via /safety/cases,Parent list or workflow under /safety/cases,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety/cases,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Level 2 Safety certification: case workspace verified with discovered case INC-2026-00826 (71477b5c-13fe-4f25-9ba0-d156bf47912c), EN/ES, and responsive proof.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0053,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,612,detail_route,/safety/incidents/:caseId/thread,/safety/incidents/:caseId,Safety operator / public safety user,Parent workflow via /safety/incidents/:caseId,Parent list or workflow under /safety/incidents/:caseId,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety/incidents/:caseId,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 Safety certification: incident operational thread verified with case INC-2026-00826 and responsive proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0055,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,616,detail_route,/safety/cases/:caseId/reports/:reportType,/safety/cases/:caseId/reports,Safety operator / public safety user,Parent workflow via /safety/cases/:caseId/reports,Parent list or workflow under /safety/cases/:caseId/reports,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety/cases/:caseId/reports,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 Safety certification: case report route verified with case INC-2026-00826 and reportType incident.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0056,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,618,detail_route,/safety/cases/:caseId/executive-report,/safety/cases/:caseId,Safety operator / public safety user,Parent workflow via /safety/cases/:caseId,Parent list or workflow under /safety/cases/:caseId,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety/cases/:caseId,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 exact blocker: route exists, but valid case 71477b5c-13fe-4f25-9ba0-d156bf47912c returns 404 on executive-report; prerequisite is a seeded case/report condition or backend availability for executive report generation.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0057,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,624,redirect_route,/daily/new,/daily,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/daily,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0061,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,629,detail_route,/equipment/:id,/equipment,Public / Shared,Parent workflow via /equipment,Parent list or workflow under /equipment,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,REDIRECTS_TO:/admin/equipment/:id,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 3 redirect certification: public equipment detail alias redirects to canonical /admin/equipment/:id with correct auth gating.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0066,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,637,detail_route,/fleet/dvir/submitted/:id,/fleet/dvir/submitted,Public / Shared,Parent workflow via /fleet/dvir/submitted,Parent list or workflow under /fleet/dvir/submitted,Public / Shared,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/fleet/dvir/submitted,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 exact blocker: no real preview-safe DVIR submission id is naturally available, and honest confirmation-route proof requires a live submitted record.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,BLOCKED_FIXTURE_REQUIRED
ROUTE-0069,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,641,redirect_route,/cheat-sheet,/,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/cheatsheet`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0070,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,647,redirect_route,/reports/daily/new,/reports/daily,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/reports/daily,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0071,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,648,redirect_route,/daily-reports/new,/daily-reports,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/daily-reports,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0073,route_surface,YES,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,657,detail_route,/daily-reports/:id,/daily-reports,Public / Shared,Parent workflow via /daily-reports,Parent list or workflow under /daily-reports,Public / Shared,DETAIL,LEGACY_ALIAS,REDIRECT_CERTIFIED,REDIRECTS_TO_CONTEXTUAL_DETAIL:/admin/daily/:id|/pm/daily/:id,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Alias/redirect proven by canonical browser evidence and source redirect mapping.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0074,route_surface,NO,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,658,redirect_route,/safety/jha,/safety,Safety operator / public safety user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Safety operator / public safety user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/safety,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Browser redirect proof captured 2026-08-02; canonical target verified.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0075,route_surface,NO,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,659,redirect_route,/safety/trench-boxes,/safety,Safety operator / public safety user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Safety operator / public safety user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/safety,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Browser redirect proof captured 2026-08-02; canonical target verified.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0078,route_surface,YES,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,663,detail_route,/safety/trench-safety/assets/:assetId,/safety/trench-safety/assets,Safety operator / public safety user,Parent workflow via /safety/trench-safety/assets,Parent list or workflow under /safety/trench-safety/assets,Safety operator / public safety user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/safety/trench-safety/assets,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,2026-08-02 Level 2 Safety certification: trench-safety asset detail verified with fixture asset TB-01 and responsive proof.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0086,route_surface,NO,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,673,redirect_route,/safety-portal/trench-safety,/safety-portal,Safety operator / public safety user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Safety operator / public safety user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/safety-portal,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after safety-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed with no overflow or English chrome leaks.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0087,route_surface,NO,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,674,redirect_route,/safety-portal/trench-safety/assets,/safety-portal/trench-safety,Safety operator / public safety user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Safety operator / public safety user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/safety-portal/trench-safety,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after safety-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed with governed controls and no visible drift.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0088,route_surface,NO,YES,YES,YES,Safety Operations,app/routing/AppRoutes.jsx,675,redirect_route,/safety-portal/trench-safety/tabulated-data,/safety-portal/trench-safety,Safety operator / public safety user,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Safety operator / public safety user,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/safety-portal/trench-safety,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Certified after safety-auth audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed cleanly.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,CERTIFIED
ROUTE-0089,route_surface,NO,YES,YES,YES,Shared Operational Home and Public Entry,app/routing/AppRoutes.jsx,684,redirect_route,/app/*,/app,Public / Shared,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Public / Shared,ACTIVE,LEGACY_ALIAS,REDIRECT_CERTIFIED,LEGACY_ALIAS_OF:/app,PENDING,LEDGER_AND_CERTIFICATION_RATIONALE,"Fallback alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); runtime redirects to canonical `/`, which passed.",Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0092,route_surface,NO,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,699,redirect_route,/admin/hub_v1,/admin,Administrator / executive reviewer,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Administrator / executive reviewer,ACTIVE,REPLACED_IMPLEMENTATION,MERGED_INTO_CANONICAL_ROUTE,LEGACY_ALIAS_OF:/admin,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Browser redirect proof captured 2026-08-02; canonical target verified.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0093,route_surface,NO,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,701,redirect_route,/admin/hub_v2,/admin,Administrator / executive reviewer,"Legacy bookmark, QR, typo, or compatibility route",Legacy alias / compatibility path,Administrator / executive reviewer,HIDDEN,REPLACED_IMPLEMENTATION,MERGED_INTO_CANONICAL_ROUTE,LEGACY_ALIAS_OF:/admin,CERTIFIED_ALIAS,LEDGER_AND_CERTIFICATION_RATIONALE,Browser redirect proof captured 2026-08-02; canonical target verified.,Compatibility and duplicate routes create drift pressure unless a single canonical owner remains explicit.,REDIRECT_CERTIFIED
ROUTE-0102,route_surface,YES,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,711,detail_route,/admin/jobs/:projectNumber/team,/admin/jobs/:projectNumber,Administrator / executive reviewer,Parent workflow via /admin/jobs/:projectNumber,Parent list or workflow under /admin/jobs/:projectNumber,Administrator / executive reviewer,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/admin/jobs/:projectNumber,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Administration deep-link proof: seeded admin session opened `/admin/jobs/ME-CERT-2026/team` with operator-language compliance, EN/ES behavior, and responsive verification.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0107,route_surface,YES,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,721,detail_route,/admin/operations-control/cases/:caseId,/admin/operations-control/cases,Administrator / executive reviewer,Parent workflow via /admin/operations-control/cases,Parent list or workflow under /admin/operations-control/cases,Administrator / executive reviewer,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/admin/operations-control/cases,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Administration deep-link proof: seeded admin session opened `/admin/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c` with operator-language compliance, EN/ES behavior, and responsive verification.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0109,route_surface,YES,YES,YES,YES,Administration,app/routing/AppRoutes.jsx,723,detail_route,/operations-control/cases/:caseId,/operations-control/cases,Administrator / executive reviewer,Parent workflow via /operations-control/cases,Parent list or workflow under /operations-control/cases,Administrator / executive reviewer,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/operations-control/cases,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,LEDGER_AND_CERTIFICATION_RATIONALE,"2026-08-02 Administration deep-link proof: seeded admin session opened `/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c` with operator-language compliance, EN/ES behavior, and responsive verification.",Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
ROUTE-0118,route_surface,NO,NO,YES,YES,Administration,app/routing/AppRoutes.jsx,733,route_screen,/admin/integration-truth,/admin,Administrator / executive reviewer,Admin-only direct route,Admin-only diagnostics / readiness access,Administrator / executive reviewer,ACTIVE,DEVELOPER_OR_CERTIFICATION_TOOL,ROLE_RESTRICTED_AND_GOVERNED,PRIMARY_INTERNAL_TOOL_ROUTE,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,LEDGER_AND_CERTIFICATION_RATIONALE,Live route exists in AppRoutes.jsx:733 and was intentionally absent from primary route-denominator narratives.,"Tooling surfaces can leak internal terminology, preview data, or certification context if role scoping ever regresses.",CERTIFIED
ROUTE-0119,route_surface,NO,NO,YES,YES,Administration,app/routing/AppRoutes.jsx,734,route_screen,/admin/preview-validation-identities,/admin,Administrator / executive reviewer,Admin-only direct route,Admin-only diagnostics / readiness access,Administrator / executive reviewer,ACTIVE,DEVELOPER_OR_CERTIFICATION_TOOL,ROLE_RESTRICTED_AND_GOVERNED,PRIMARY_INTERNAL_TOOL_ROUTE,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,LEDGER_AND_CERTIFICATION_RATIONALE,Live route exists in AppRoutes.jsx:734 and is named as validation tooling.,"Tooling surfaces can leak internal terminology, preview data, or certification context if role scoping ever regresses.",CERTIFIED
ROUTE-0176,route_surface,YES,YES,YES,YES,"Training, Guidance, and Coaching",app/routing/AppRoutes.jsx,801,detail_route,/guidance/section/:sectionId,/guidance/section,Training / guidance user,Parent workflow via /guidance/section,Parent list or workflow under /guidance/section,Training / guidance user,DETAIL,INTENTIONAL_DYNAMIC_DETAIL,REACHABLE_THROUGH_VALID_WORKFLOW,DETAIL_UNDER:/guidance/section,CERTIFIED 390/768/1024/1440,LEDGER_AND_CERTIFICATION_RATIONALE,Ledger row already carries certification evidence.,Dynamic surfaces need parent-workflow governance so they are not mistaken for missing primary navigation.,CERTIFIED
