route,portal,page_component,shell_implementation,header_implementation,logo_asset,rendered_logo_dimensions,header_height,background_treatment,primary_colors,font_family,title_size,body_size,content_width,left_right_padding,card_style,button_style,form_style,sidebar_style,responsive_behavior,duplicate_components_used,hard_coded_styling,known_exceptions,remediation_action,visual_drift_categories
/operations-center,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/executive-operational-intelligence,Admin,ExecutiveOperationalIntelligence,LegacyAdminModernShell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Flat slate background,"red,slate",mixed/local,pending live measurement,pending live measurement,max-w-3xl,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,yes,none documented,Collapse wrapper into canonical PortalShell and remove duplicate shell layer (LegacyAdminModernShell),tables
/operations-map,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/field-leadership,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/fleet,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/people,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/suppliers,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/vendors/:vendorId/thread,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/assets/:assetRef/thread,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/posters,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/qaqc,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/photos,PM,JobPhotosLibrary,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-7xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/daily,PM,DailyReportsDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,local-lang-toggle; legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/pm/daily/:id,PM,ViewDailyReport,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-4xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header; tables; navigation
/pm/incidents,PM,IncidentsDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/incidents/:id,PM,ViewIncident,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-4xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/pm/meetings,PM,MeetingsDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/meetings/:id,PM,ViewMeeting,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-4xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/pm/inspections,PM,Dashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/inspections/:id,PM,ViewInspection,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-4xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/pm/jha-plans,PM,JhaPlansAdmin,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,amber,emerald,purple,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-7xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/trench-boxes,PM,TrenchBoxesAdmin,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-5xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,custom-dialog,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/equipment,PM,EquipmentDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/pm/equipment/:id,PM,ViewEquipmentInspection,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-5xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/pm/trench-safety,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/trench-safety/assets,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/trench-safety/assets/:assetId,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/trench-safety/tabulated-data,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/trench-safety/reports,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/pm/trench-safety/excavations,PM,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/login,Shop,ShopLogin,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,orange,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,local-logo; local-lang-toggle; legacy-attribution; custom-dialog,yes,none documented,Visual recertification / remove local overrides,certification pending
/shop/reset/:token,Shop,ShopResetPassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/shop/change-password,Shop,ShopChangePassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/shop,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/hub_legacy,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/hub_v2,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/asset-care,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/manager/queue,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/me,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/units/history,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/units/:unitNumber/history,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/fuel-lube/new,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/fuel-lube,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/fuel-lube/:visitId,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/service-truck-reconciliation/new,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/service-truck-reconciliation,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/service-truck-reconciliation/:recId,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/pm,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/pm/templates,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/pm/schedules,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/pm/work-orders,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/pm/work-orders/:id,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/trench-safety-repairs,Shop,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/fleet,Shop,FleetVisibility,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Flat slate background,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-7xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/fleet/unit/:unit_number,Fleet,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/shop/equipment,Shop,EquipmentDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/shop/equipment/:id,Shop,ViewEquipmentInspection,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-5xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/hr/login,HR,HrLogin,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,purple,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,local-logo; local-lang-toggle; legacy-attribution; custom-dialog,yes,none documented,Visual recertification / remove local overrides,certification pending
/sign-in,Shared/Public,SignIn,Route-local shell,Legacy local header,MasciLogo,pending screenshot certification,pending screenshot certification,WP17 grid + glass,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,none/local,pending viewport certification,local-logo; local-lang-toggle; legacy-attribution; legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header; forms
/change-password,Shared/Public,DirectoryChangePassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/hr/forgot,HR,HrForgotPassword,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/reset/:token,HR,HrResetPassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,purple,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/hr/change-password,HR,HrChangePassword,PortalLoginShell,Canonical public auth header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,purple,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-md,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,PortalLoginShell,none/local,pending viewport certification,,yes,none documented,Visual recertification / remove local overrides,certification pending
/hr,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/hub_legacy,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/hub_v2,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/field-leadership,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/field-leadership-users,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/employee-accountability,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/time-verification,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/time-off,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/hr/payroll-variance,HR,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
