status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
D,frontend/src/pages/LeadershipLogin.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/MaterialCalculators.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/MeetingsDashboard.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NearMissKiosk.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewConstraint.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewDailyReportV3.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewEquipmentInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewFleetDVIR.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewIncident.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewMeeting.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewQaqcInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewSafetyEquipmentIssuance.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NewSafetyEquipmentTraining.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/NotificationsDigest.jsx,frontend,WP18CX,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18CX closeout docs + iterations 117-121
M,frontend/src/pages/OperationsControlCaseDetail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/OperationsControlCases.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/OperationsControlCasesRoute.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/OperationsControlCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/OpsTrainingCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmChangePassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmCommandCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmHubV2.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmMondayReviewWorkspace.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmOperationalIntelligence.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/PmProjectBudgetAuthority.jsx,frontend,WP18C3,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP18C3 closeout docs + matching backend tests
A,frontend/src/pages/PmProjectControlsAuthority.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmProjectDetail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmProjectSchedule.jsx,frontend,WP18C4,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18C4 closeout docs + matching backend tests
M,frontend/src/pages/PmProjectThread.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmQaqcList.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmResetPassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/PmV2Preview.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/QaqcSection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ReturnEquipment.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/Revise.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetyChangePassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetyForgotPassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetyFormsLogin.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetyHubV2.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetyResetPassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SafetySection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ShopChangePassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ShopHubV2.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ShopLogin.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ShopResetPassword.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/SignIn.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ThankYou.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/TrainingHub.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/TrainingQrPoster.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/TrenchBoxPoster.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/TrenchBoxesAdmin.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewDailyReport.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewEquipmentInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewIncident.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewMeeting.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewQaqcInspection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/ViewSafetyForm.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminAIConfiguration.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminAssetAdmin.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminAuditLog.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminDigestConfig.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/admin/AdminGovernanceHierarchyFoundation.jsx,frontend,WP18C1,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP18C1 closeout docs + matching backend tests
M,frontend/src/pages/admin/AdminGovernanceListPage.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/admin/AdminGovernanceOperationalIntelligence.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/admin/AdminGovernanceProjectBudgetAuthority.jsx,frontend,WP18C3,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP18C3 closeout docs + matching backend tests
A,frontend/src/pages/admin/AdminGovernanceProjectControlsAuthority.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/admin/AdminGovernanceProjectScheduleAuthority.jsx,frontend,WP18C4,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP18C4 closeout docs + matching backend tests
M,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminGovernanceTrust.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminIntegrationCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminJobTeam.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminMaintenance.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminOS.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminOperationalInventory.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminPeople.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminProfile.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminRecovery.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AdminRecoveryStream.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/AssetProfile.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/DeployRecovery.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/admin/IntegrationTruth.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/pages/admin/Wp17dCertificationDashboard.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/pages/daily-report-v2/sections/AISummarySection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/driver/DriverMagicLanding.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/driver/DriverShift.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/driver/ShiftStart.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/guidance/OperationalGuidanceCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/odr/OdrCenter.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/operational_records/OperationalRecords.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/operations_actions/OperationsActionNew.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/operations_actions/OperationsActions.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/pm/PmJobTeam.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/FuelLubeVisitDetail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/FuelLubeVisitForm.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/FuelLubeVisitRecords.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/PmSchedules.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/PmTemplates.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/PmWorkOrders.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/ServiceTruckReconciliationDetail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/ShopAssetCare.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/ShopManagerQueue.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/ShopMyAssignments.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/ShopTrenchSafetyRepairs.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/UnitHistoryLanding.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/shop/UnitHistoryTimeline.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/CertificateVerify.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/ExternalCarrierInvite.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/MissionControl.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/TransportationApp.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/TransportationSearch.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/TransportationWorkspaceShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/_lists.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/_shared.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/transportation/_views.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicAssetLookup.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicExcavationForm.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicReportModal.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicTrenchSafetyDashboard.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicTrenchSafetyReferences.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicTrenchSafetyReport.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/PublicTrenchSafetyTabulatedData.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyActions.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyAssetDetail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/pages/trench_safety/TrenchSafetyAssetsList.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
