Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
ROUTE-0462,public_shared,inspections,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,InspectionCenter,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0463,public_shared,rate-schedules,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RateScheduleCenter,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0464,public_shared,compliance/documents,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0465,public_shared,compliance/rate-schedules,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0466,public_shared,fleet,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0467,public_shared,fleet/trucks,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0468,public_shared,fleet/inspections,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0469,public_shared,administration/audit,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/TransportationApp.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/TransportationApp.jsx,PENDING
ROUTE-0470,public_shared,health,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,AutomationHealth,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_command_queue.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_command_queue.jsx,PENDING
ROUTE-0471,public_shared,forecast,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,ComplianceForecast,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_command_queue.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_command_queue.jsx,PENDING
ROUTE-0472,public_shared,modules,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,ModuleManager,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_orientation.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_orientation.jsx,PENDING
ROUTE-0473,public_shared,modules/:mid,/,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,ModuleDetail,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,pages/transportation/_orientation.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_orientation.jsx,PENDING
ROUTE-0474,public_shared,assignments,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,AssignmentsView,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_orientation.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_orientation.jsx,PENDING
ROUTE-0475,public_shared,certificates,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,CertificatesView,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_orientation.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_orientation.jsx,PENDING
ROUTE-0476,public_shared,emails,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,EmailRoutesPanel,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_orientation.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_orientation.jsx,PENDING
ROUTE-0477,public_shared,recommendations,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,RecommendationsPanel,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_intelligence.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_intelligence.jsx,PENDING
ROUTE-0478,public_shared,predictions,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PredictionsPanel,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_intelligence.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_intelligence.jsx,PENDING
ROUTE-0479,public_shared,learning,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,LearningLoopPanel,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_intelligence.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_intelligence.jsx,PENDING
ROUTE-0480,public_shared,cleanup,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,CleanupCompanionPanel,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,pages/transportation/_intelligence.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · pages/transportation/_intelligence.jsx,PENDING
ROUTE-0481,transportation,(index),/admin/transportation/* | /transportation-operations/*,index_route,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,TransportationApp,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_VALUABLE,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,Inspecting valid-session auth/runtime failures and mixed layout regressions,LOCKED_BLUEPRINT_RECONCILIATION,FIRST_WAVE_REPAIR_AND_CONVERGENCE,"Repair auth/runtime drift, duplicate navigation, and mixed shell behavior",WP17C_CANONICAL_PAGE,frontend/src/pages/transportation/TransportationApp.jsx,Transportation shell prefix canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · frontend/src/pages/transportation/TransportationApp.jsx,PENDING
NAV-0001,admin,/admin,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0002,admin,/admin/command-center,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0003,admin,/admin/jobs,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0004,admin,/admin/cost-registry,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0005,admin,/admin/operations-events,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0006,admin,/admin/daily-reports,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0007,admin,/odr/center,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0008,admin,/operational-records,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0009,admin,/operations-actions,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0010,admin,/admin/dispatch,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0011,admin,/project-health,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0012,admin,/asset-transfers,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0013,admin,/admin/people,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
NAV-0014,admin,/admin/asset-admin,/,navigation_item,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical nav item under convergence,Layered light base + navy grid + restrained glass,Admin V2 sidebar,lucide-react (canonical wrapper convergence),ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,STANDARDIZE,NAVIGATION_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_NAVIGATION_ITEM,frontend/src/components/admin/sidebar/domainMap.js,Navigation canon + shell foundation,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · frontend/src/components/admin/sidebar/domainMap.js,PENDING
