Surface ID,Portal/family,Route,Surface type,Parent route,Navigation location,Hidden/detail/public status,WP-17B disposition,Current component family,Target component family,Information-architecture action,Navigation action,Design action,Terminology action,Coaching action,White-label action,Responsive action,Dependency,Current status,Files affected,Evidence reference,Final certification status
NAV-0061,admin,/admin/executive-overview,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Executive Overview,PENDING
NAV-0062,admin,/admin/pnl,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · P&L,PENDING
NAV-0063,admin,/admin/jobs,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Jobs & Projects,PENDING
NAV-0064,admin,/admin/daily-reports,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Daily Reports,PENDING
NAV-0065,admin,/admin/equipment,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Fleet & Equipment,PENDING
NAV-0066,admin,/admin/dispatch,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Dispatch,PENDING
NAV-0067,admin,/admin/transportation,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Transportation,PENDING
NAV-0068,admin,/admin/incidents,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Safety & Compliance,PENDING
NAV-0069,admin,/admin/people,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · People & Access,PENDING
NAV-0070,admin,/admin/training,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Training,PENDING
NAV-0071,admin,/admin/audit-log,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Audit Log,PENDING
NAV-0072,admin,/admin/legacy-imports,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Historical Records,PENDING
NAV-0073,admin,/admin/operational-language,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Operational Language,PENDING
NAV-0074,admin,/admin/daily/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Daily Report · detail,PENDING
NAV-0075,admin,/admin/meetings/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Meeting · detail,PENDING
NAV-0076,admin,/admin/qaqc/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · QA/QC · detail,PENDING
NAV-0077,admin,/admin/jobs/:projectNumber/team,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Project Team · detail,PENDING
NAV-0078,admin,/admin/leadership/records/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Leadership Record · detail,PENDING
NAV-0079,admin,/admin/equipment/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Equipment · detail,PENDING
NAV-0080,admin,/admin/equipment/:id/history,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Equipment · history,PENDING
NAV-0081,admin,/admin/assets/:assetId,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Asset · detail,PENDING
NAV-0082,admin,/admin/employees/:id/history,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Employee · history,PENDING
NAV-0083,admin,/admin/incidents/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Incident · detail,PENDING
NAV-0084,admin,/admin/inspections/:id,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Inspection · detail,PENDING
NAV-0085,admin,/admin/asset-mapping,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Asset Mapping,PENDING
NAV-0086,admin,/admin/asset-admin,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Asset Administration,PENDING
NAV-0087,admin,/admin/asset-spine,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Asset Spine,PENDING
NAV-0088,admin,/admin/geofence-reconciliation,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Geofence Reconciliation,PENDING
NAV-0089,admin,/admin/operational-inventory,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Operational Inventory,PENDING
NAV-0090,admin,/admin/operational-intelligence,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Operational Intelligence,PENDING
NAV-0091,admin,/admin/promo-assets,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Promo Assets,PENDING
NAV-0092,admin,/admin/analytics,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Usage Analytics,PENDING
NAV-0093,admin,/admin/integrations,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Integrations,PENDING
NAV-0094,admin,/admin/ai-configuration,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · AI Configuration,PENDING
NAV-0095,admin,/admin/digest-config,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Digest Schedule,PENDING
NAV-0096,admin,/admin/email,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Email & Routing,PENDING
NAV-0097,admin,/admin/sessions,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Sessions,PENDING
NAV-0098,admin,/admin/governance,navigation_item,/,command_palette,HIDDEN,STANDARDIZE,Admin V3 domain map,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/app/admin/domainMapV3.js,WP17B navigation family · Admin V3 domain map · Governance Health,PENDING
NAV-0099,pm,/pm,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Overview,PENDING
NAV-0100,pm,/pm/command-center,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Command Center,PENDING
NAV-0101,pm,/pm/operational-intelligence,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Operational Intelligence,PENDING
NAV-0102,pm,/pm/jobs,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Jobs,PENDING
NAV-0103,pm,/pm/holds,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Holds,PENDING
NAV-0104,pm,/pm/due-today,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Due Today,PENDING
NAV-0105,pm,/pm/daily,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Daily Reports,PENDING
NAV-0106,pm,/pm/inspections,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Inspections,PENDING
NAV-0107,pm,/pm/meetings,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Meetings,PENDING
NAV-0108,pm,/pm/field-leadership,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Field Leadership,PENDING
NAV-0109,pm,/pm/odr,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Operational Daily Records,PENDING
NAV-0110,pm,/pm/photos,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Job Photos,PENDING
NAV-0111,pm,/po-requests,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · PO Requests,PENDING
NAV-0112,pm,/project-health,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Project Health,PENDING
NAV-0113,pm,/asset-transfers,navigation_item,/,sidebar.desktop,PUBLIC,STANDARDIZE,PM V2 sidebar,WP17C_CANONICAL_NAVIGATION_ITEM,STANDARDIZE,CANONICALIZE,STANDARDIZE_FOUNDATION,ALIGN_LABEL,CONTEXTUAL_HELP_OPTIONAL,TOKENIZE_ONLY,CANONICAL_NAV_RESPONSIVE,Navigation canon + shell foundation,IN_PROGRESS,frontend/src/components/pm/sidebar/domainMap.js,WP17B navigation family · PM V2 sidebar · Asset Transfers,PENDING
