loc,route,label,class,concept,owner,disposition
frontend/src/pages/HrV2Preview.jsx:239,HrV2Preview,hr-v2-compliance-grid,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/HrV2Preview.jsx:312,HrV2Preview,hr-v2-accountability-table,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReport.jsx:1072,IncidentReport,incident-report-review-auto-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReport.jsx:1079,IncidentReport,incident-report-review-typed-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReport.jsx:1086,IncidentReport,incident-report-review-selected-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReport.jsx:1093,IncidentReport,incident-report-review-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReport.jsx:1099,IncidentReport,incident-report-review-witness-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReportViewer.jsx:117,IncidentReportViewer,"<KV label={t(""Occurred at"")} value={d.occurred_at} testId=""r",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:118,IncidentReportViewer,"<KV label={t(""Reported at"")} value={d.reported_at} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:119,IncidentReportViewer,"<KV label={t(""Submitted at"")} value={d.submitted_at} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:120,IncidentReportViewer,"<KV label={t(""Reporter"")} value={d.reporter_name} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:121,IncidentReportViewer,"<KV label={t(""State"")} value={d.state} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:132,IncidentReportViewer,"<KV label={t(""Observed conditions"")} value={d.observed_condi",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:134,IncidentReportViewer,"<KV label={t(""Immediate actions"")} value={d.immediate_action",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:145,IncidentReportViewer,"<KV label={t(""Readiness"")} value={`${d.readiness_pct ?? 0}%`",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:147,IncidentReportViewer,"<KV label={t(""SLA"")} value={d.sla_status} />",STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/IncidentReportViewer.jsx:148,IncidentReportViewer,"<KV label={t(""OSHA recordable"")} value={String(d.osha_record",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:149,IncidentReportViewer,"<KV label={t(""Root cause captured"")} value={d.root_cause_pre",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:226,IncidentReportViewer,"<KV label={t(""Entries"")} value={d.entries_count} />",POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReportViewer.jsx:227,IncidentReportViewer,"<KV label={t(""Total lost days"")} value={d.total_lost_days} /",POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/IncidentReportViewer.jsx:295,IncidentReportViewer,"<KV label={t(""Summary"")} value={d.summary} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:297,IncidentReportViewer,"<KV label={t(""Categories"")} value={(d.categories || []).join",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:299,IncidentReportViewer,"<KV label={t(""Contributing factors"")} value={(d.contributing",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:309,IncidentReportViewer,"{entries.map(([k, v]) => <KV key={k} label={k} value={v} />)",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:388,IncidentReportViewer,"<KV label={t(""Root cause"")} value={d.root_cause_summary} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:390,IncidentReportViewer,"<KV label={t(""Contributing factors"")}",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/IncidentReportViewer.jsx:395,IncidentReportViewer,"<KV label={t(""Executive review notes"")} value={d.executive_r",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/NewDailyReport.jsx:1067,NewDailyReport,daily-report-autosave-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/NewDailyReport.jsx:1087,NewDailyReport,dr-v3-sticky-submit-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/NewDailyReportV3.jsx:1067,NewDailyReportV3,daily-report-autosave-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/NewDailyReportV3.jsx:1087,NewDailyReportV3,dr-v3-sticky-submit-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/NewIncident.jsx:1574,NewIncident,incident-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/NewInspection.jsx:730,NewInspection,inspection-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/NewMeeting.jsx:1193,NewMeeting,meeting-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/NewQaqcInspection.jsx:518,NewQaqcInspection,qaqc-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/NewSafetyEquipmentIssuance.jsx:550,NewSafetyEquipmentIssuance,iss-total,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/NewSafetyEquipmentIssuance.jsx:602,NewSafetyEquipmentIssuance,iss-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsCenterCommand.jsx:301,OperationsCenterCommand,oc-cmd-project-health-rows,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/OperationsControlCaseDetail.jsx:286,OperationsControlCaseDetail,occ-case-evidence-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCaseDetail.jsx:287,OperationsControlCaseDetail,occ-case-baseline-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCaseDetail.jsx:288,OperationsControlCaseDetail,occ-case-forecast-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCaseDetail.jsx:289,OperationsControlCaseDetail,occ-case-confidence-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCaseDetail.jsx:290,OperationsControlCaseDetail,occ-case-task-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:358,OperationsControlCenter,occ-control-plane-registry-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:560,OperationsControlCenter,trust-layer-count-healthy,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:564,OperationsControlCenter,trust-layer-count-attention,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:568,OperationsControlCenter,trust-layer-count-critical,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:572,OperationsControlCenter,trust-layer-count-unknown,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:577,OperationsControlCenter,trust-layer-count-neutral,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/OperationsControlCenter.jsx:1263,OperationsControlCenter,occ-governance-status-section,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/OperationsControlCenter.jsx:1273,OperationsControlCenter,occ-governance-health-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmCrewCompliance.jsx:156,PmCrewCompliance,pm-crew-compliance,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/PmHub.jsx:287,PmHub,pm-crew-compliance-card,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/PmHub.jsx:299,PmHub,pm-crew-compliance-card-tiles,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/PmHub.jsx:306,PmHub,pm-crew-card-tile-expiring,KPI_CONCEPT,expiring_rate,lib.kpi_expiry,RECONCILED_KPI
frontend/src/pages/PmMondayReviewWorkspace.jsx:360,PmMondayReviewWorkspace,pm-monday-review-complete,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PmMondayReviewWorkspace.jsx:381,PmMondayReviewWorkspace,pm-monday-briefing-generate,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PmMondayReviewWorkspace.jsx:402,PmMondayReviewWorkspace,pm-monday-review-open-variances,KPI_CONCEPT,variance_percent,lib.kpi_variance,RECONCILED_KPI
frontend/src/pages/PmMondayReviewWorkspace.jsx:427,PmMondayReviewWorkspace,pm-monday-briefing-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmMondayReviewWorkspace.jsx:428,PmMondayReviewWorkspace,pm-monday-briefing-generated-at,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PmMondayReviewWorkspace.jsx:453,PmMondayReviewWorkspace,pm-monday-review-variance-panel,KPI_CONCEPT,variance_percent,lib.kpi_variance,RECONCILED_KPI
frontend/src/pages/PmMondayReviewWorkspace.jsx:459,PmMondayReviewWorkspace,pm-monday-review-variance-count,KPI_CONCEPT,variance_percent,lib.kpi_variance,RECONCILED_KPI
frontend/src/pages/PmMondayReviewWorkspace.jsx:543,PmMondayReviewWorkspace,pm-monday-review-production-open-variances,KPI_CONCEPT,variance_percent,lib.kpi_variance,RECONCILED_KPI
frontend/src/pages/PmMondayReviewWorkspace.jsx:551,PmMondayReviewWorkspace,pm-monday-review-payroll-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectBudgetAuthority.jsx:458,PmProjectBudgetAuthority,pm-project-budget-import-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectBudgetAuthority.jsx:484,PmProjectBudgetAuthority,pm-project-budget-active-import-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectBudgetAuthority.jsx:626,PmProjectBudgetAuthority,pm-project-budget-review-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectControlsAuthority.jsx:237,PmProjectControlsAuthority,pm-project-controls-pay-item-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectDetail.jsx:148,PmProjectDetail,pm-project-day-events-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectDetail.jsx:351,PmProjectDetail,pm-project-mm-status-row,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectSchedule.jsx:608,PmProjectSchedule,pm-project-schedule-import-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:634,PmProjectSchedule,pm-project-schedule-active-import-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectSchedule.jsx:724,PmProjectSchedule,pm-project-schedule-activity-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:725,PmProjectSchedule,pm-project-schedule-constraint-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:736,PmProjectSchedule,pm-project-schedule-forecast-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:861,PmProjectSchedule,pm-project-schedule-lookahead-status-value,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectSchedule.jsx:862,PmProjectSchedule,pm-project-schedule-lookahead-2w-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:863,PmProjectSchedule,pm-project-schedule-lookahead-4w-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PmProjectSchedule.jsx:868,PmProjectSchedule,pm-project-schedule-lookahead-status-input,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PmProjectSchedule.jsx:909,PmProjectSchedule,pm-project-schedule-review-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/PoRequests.jsx:272,PoRequests,po-status-filter,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/PoRequests.jsx:653,PoRequests,"<KV label=""Vendor"" value={po.vendor} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:654,PoRequests,"<KV label=""Category"" value={po.category} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:655,PoRequests,"<KV label=""Description"" value={po.description} multiline />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:656,PoRequests,"<KV label=""Requested by"" value={`${po.requested_by_name} (${",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:657,PoRequests,"<KV label=""Submitted"" value={formatLocalDateTime(po.created_",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:658,PoRequests,"{po.needed_by_date && <KV label=""Needed by"" value={po.needed",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:659,PoRequests,"{po.approved_by && <KV label=""Approved by"" value={`${po.appr",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/PoRequests.jsx:660,PoRequests,"{po.rejection_reason && <KV label=""Reason"" value={po.rejecti",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:142,ProjectHealth,project-health-forbidden,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:164,ProjectHealth,project-health-refresh,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:174,ProjectHealth,project-health-page,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:178,ProjectHealth,project-health-summary,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:205,ProjectHealth,project-health-summary-total,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ProjectHealth.jsx:214,ProjectHealth,project-health-summary-confidence,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:249,ProjectHealth,project-health-sort,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:259,ProjectHealth,project-health-error,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:266,ProjectHealth,project-health-loading,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:273,ProjectHealth,project-health-empty,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:280,ProjectHealth,project-health-table,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectHealth.jsx:318,ProjectHealth,project-health-disclaimer,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectPnlPage.jsx:197,ProjectPnlPage,pnl-labor-rate,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectPnlPage.jsx:236,ProjectPnlPage,pnl-kpis,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ProjectStaffingHub.jsx:110,ProjectStaffingHub,staffing-totals,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ProjectStaffingHub.jsx:140,ProjectStaffingHub,overload-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ReturnEquipment.jsx:421,ReturnEquipment,ret-total-chargeback,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/SafetyAudits.jsx:119,SafetyAudits,audits-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/SafetyCaseWorkspace.jsx:123,SafetyCaseWorkspace,case-header-days-open,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyCaseWorkspace.jsx:158,SafetyCaseWorkspace,case-health,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyCaseWorkspace.jsx:161,SafetyCaseWorkspace,case-health-pct,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyCaseWorkspace.jsx:167,SafetyCaseWorkspace,case-health-blockers,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyCaseWorkspace.jsx:623,SafetyCaseWorkspace,case-closeout-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/SafetyCorrectiveActions.jsx:673,SafetyCorrectiveActions,safety-ca-form-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/SafetyEmployeeProfiles.jsx:107,SafetyEmployeeProfiles,safety-emp-accountability-link,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/SafetyFireExtImport.jsx:233,SafetyFireExtImport,"<Stat label=""Total Rows"" value={preview.total_rows} accent=""",POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/SafetyFireExtImport.jsx:234,SafetyFireExtImport,"<Stat label=""Will Create"" value={preview.to_create} accent=""",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyFireExtImport.jsx:235,SafetyFireExtImport,"<Stat label=""Will Update"" value={preview.to_update} accent=""",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyFireExtImport.jsx:236,SafetyFireExtImport,"<Stat label=""Will Skip"" value={preview.to_skip} accent={prev",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyFireExtinguishers.jsx:458,SafetyFireExtinguishers,safety-fe-inspect-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/SafetyHub.jsx:252,SafetyHub,safety-hub-kpi-help-row,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyHub.jsx:256,SafetyHub,safety-kpi-strip,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyHub.jsx:327,SafetyHub,safety-group-compliance,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/SafetyHubV2.jsx:221,SafetyHubV2,safety-kpi-strip,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyHubV2.jsx:265,SafetyHubV2,safety-hub-v2-section-compliance,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/SafetyHubV2.jsx:272,SafetyHubV2,safety-hub-v2-queue-grid-compliance,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/pages/SafetyIncidents.jsx:130,SafetyIncidents,incidents-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/SafetyTopicLibrary.jsx:398,SafetyTopicLibrary,selection-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/SafetyTopicLibrary.jsx:541,SafetyTopicLibrary,confirm-generate,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/SafetyTrainingRecords.jsx:360,SafetyTrainingRecords,safety-tr-form-completed,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ShopHub.jsx:328,ShopHub,shop-status-line,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/ShopHubV2.jsx:290,ShopHubV2,shop-recovery-map-maintenance-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ShopHubV2.jsx:296,ShopHubV2,shop-recovery-map-inspection-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/TrenchBoxesAdmin.jsx:177,TrenchBoxesAdmin,trench-box-count-chip,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ViewDailyReport.jsx:417,ViewDailyReport,"<KV label={t(""Project Name"")} value={data.project_name} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:418,ViewDailyReport,"<KV label={t(""Project Number"")} value={data.project_number} ",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:440,ViewDailyReport,"<KV label={t(""Date"")} value={formatDateLong(data.report_date",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:441,ViewDailyReport,"<KV label={t(""Prepared By"")} value={data.prepared_by} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:442,ViewDailyReport,"<KV label={t(""Superintendent"")} value={data.superintendent} ",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:446,ViewDailyReport,daily-report-notification-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/ViewDailyReport.jsx:465,ViewDailyReport,daily-report-notification-status-text,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/ViewDailyReport.jsx:515,ViewDailyReport,"<KV label={t(""Schedule Delays"")} value={data.schedule_delays",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:516,ViewDailyReport,"<KV label={t(""Weather Impact"")} value={data.weather_impact} ",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:517,ViewDailyReport,"<KV label={t(""Accidents on Site"")} value={data.safety_incide",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:518,ViewDailyReport,"<KV label={t(""Injuries Reported"")} value={data.injuries_repo",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:520,ViewDailyReport,"<KV label={t(""Detail"")} value={data.incident_notes} full />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:529,ViewDailyReport,"<KV label={t(""Safety Notified"")} value={data.safety_notified",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:532,ViewDailyReport,<KV,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:556,ViewDailyReport,"<KV label={t(""General Notes"")} value={data.general_notes} fu",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewDailyReport.jsx:849,ViewDailyReport,dr-view-schedule-actual-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ViewEquipmentInspection.jsx:216,ViewEquipmentInspection,"<KV label=""Project"" value={sanitizeOperatorReference(data.pr",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewEquipmentInspection.jsx:217,ViewEquipmentInspection,"<KV label=""Project #"" value={sanitizeOperatorProjectNumber(d",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ViewEquipmentInspection.jsx:218,ViewEquipmentInspection,"<KV label=""Location"" value={sanitizeOperatorReference(data.l",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
