loc,route,label,disposition,concept_or_reason,owner
frontend/src/pages/SafetyFireExtImport.jsx:236,SafetyFireExtImport,"<Stat label=""Will Skip"" value={preview.to_skip} accent={preview.to_ski",DIRECT_FACT,value_component_fact,value-bearing component rendering a fetched fact
frontend/src/pages/SafetyFireExtImport.jsx:248,SafetyFireExtImport,safety-fe-import-error-filter,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFireExtinguishers.jsx:275,SafetyFireExtinguishers,safety-fe-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFireExtinguishers.jsx:434,SafetyFireExtinguishers,safety-fe-form-save,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFireExtinguishers.jsx:458,SafetyFireExtinguishers,safety-fe-inspect-status,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/pages/SafetyFireExtinguishers.jsx:485,SafetyFireExtinguishers,safety-fe-inspect-save,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyForgotPassword.jsx:57,SafetyForgotPassword,safety-forgot-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyForgotPassword.jsx:74,SafetyForgotPassword,safety-forgot-return-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyForgotPassword.jsx:80,SafetyForgotPassword,safety-forgot-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyForgotPassword.jsx:99,SafetyForgotPassword,safety-forgot-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsHub.jsx:61,SafetyFormsHub,safety-forms-hub-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsLogin.jsx:69,SafetyFormsLogin,safety-forms-login-hero-icon-shell,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsLogin.jsx:76,SafetyFormsLogin,safety-forms-login-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsLogin.jsx:82,SafetyFormsLogin,safety-forms-login-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsLogin.jsx:94,SafetyFormsLogin,safety-forms-password-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsLogin.jsx:115,SafetyFormsLogin,safety-forms-login-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:134,SafetyFormsRecords,safety-forms-records-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:157,SafetyFormsRecords,safety-forms-records-tabs,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:174,SafetyFormsRecords,new-issuance-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:182,SafetyFormsRecords,new-training-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:238,SafetyFormsRecords,forms-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:246,SafetyFormsRecords,forms-employee-filter,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyFormsRecords.jsx:271,SafetyFormsRecords,forms-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyHub.jsx:231,SafetyHub,safety-expirations-section,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyHub.jsx:317,SafetyHub,safety-group-compliance,CANONICAL_KPI,compliance_rate,kpi_percent_complete.compliance_rate
frontend/src/pages/SafetyHubV2.jsx:176,SafetyHubV2,safety-hub-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyHubV2.jsx:194,SafetyHubV2,safety-hub-v2-mission-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyHubV2.jsx:265,SafetyHubV2,safety-hub-v2-section-compliance,CANONICAL_KPI,compliance_rate,kpi_percent_complete.compliance_rate
frontend/src/pages/SafetyHubV2.jsx:272,SafetyHubV2,safety-hub-v2-queue-grid-compliance,CANONICAL_KPI,compliance_rate,kpi_percent_complete.compliance_rate
frontend/src/pages/SafetyIncidentThread.jsx:381,SafetyIncidentThread,safety-incident-thread-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidentThread.jsx:386,SafetyIncidentThread,safety-incident-thread-header,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidentThread.jsx:396,SafetyIncidentThread,safety-incident-thread-workspace-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidentThread.jsx:406,SafetyIncidentThread,safety-incident-thread-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidentThread.jsx:413,SafetyIncidentThread,safety-incident-thread-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidents.jsx:82,SafetyIncidents,safety-incidents-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidents.jsx:117,SafetyIncidents,incidents-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyIncidents.jsx:130,SafetyIncidents,incidents-status,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/pages/SafetyIncidents.jsx:147,SafetyIncidents,incidents-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyLogin.jsx:148,SafetyLogin,safety-login-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyLogin.jsx:193,SafetyLogin,safety-forgot-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyLogin.jsx:202,SafetyLogin,safety-login-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyReports.jsx:165,SafetyReports,safety-reports-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyResetPassword.jsx:81,SafetyResetPassword,safety-reset-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyResetPassword.jsx:90,SafetyResetPassword,safety-reset-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyResetPassword.jsx:122,SafetyResetPassword,safety-reset-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetySection.jsx:88,SafetySection,safety-section-heading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTopicLibrary.jsx:276,SafetyTopicLibrary,safety-topic-library-root,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTopicLibrary.jsx:370,SafetyTopicLibrary,library-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTopicLibrary.jsx:405,SafetyTopicLibrary,open-pack-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTopicLibrary.jsx:417,SafetyTopicLibrary,library-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTopicLibrary.jsx:488,SafetyTopicLibrary,pack-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTrainingRecords.jsx:236,SafetyTrainingRecords,safety-tr-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SafetyTrainingRecords.jsx:385,SafetyTrainingRecords,safety-tr-form-save,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopChangePassword.jsx:104,ShopChangePassword,shop-change-pw-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopChangePassword.jsx:116,ShopChangePassword,shop-change-pw-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopChangePassword.jsx:161,ShopChangePassword,shop-change-pw-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHub.jsx:272,ShopHub,shop-training-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHub.jsx:283,ShopHub,shop-change-pw-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHub.jsx:292,ShopHub,shop-logout-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHub.jsx:328,ShopHub,shop-status-line,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/pages/ShopHub.jsx:459,ShopHub,shop-more-toggle,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:226,ShopHubV2,shop-recovery-map-section,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:255,ShopHubV2,shop-recovery-map-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:260,ShopHubV2,shop-recovery-map-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:323,ShopHubV2,shop-recovery-map-truth-note,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:436,ShopHubV2,shop-hub-v2-parts-rollup-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:515,ShopHubV2,shop-hub-v2-pm-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:582,ShopHubV2,shop-hub-v2-workload-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:584,ShopHubV2,shop-hub-v2-workload-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:663,ShopHubV2,shop-hub-v2-root,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:707,ShopHubV2,shop-hub-v2-mission-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:731,ShopHubV2,shop-hub-v2-unit-search-section,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:814,ShopHubV2,shop-hub-v2-pm-dashboard-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:819,ShopHubV2,shop-hub-v2-pm-templates-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:824,ShopHubV2,shop-hub-v2-pm-schedules-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopHubV2.jsx:962,ShopHubV2,shop-hub-v2-trace-note,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:195,ShopLogin,shop-forgot-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:222,ShopLogin,shop-forgot-email-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:232,ShopLogin,shop-forgot-cancel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:240,ShopLogin,shop-forgot-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:276,ShopLogin,shop-login-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:290,ShopLogin,shop-email-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:304,ShopLogin,shop-password-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:328,ShopLogin,shop-forgot-password-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopLogin.jsx:337,ShopLogin,shop-login-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopResetPassword.jsx:78,ShopResetPassword,shop-reset-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopResetPassword.jsx:85,ShopResetPassword,shop-reset-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ShopResetPassword.jsx:117,ShopResetPassword,shop-reset-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:308,SignIn,mfa-challenge-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:334,SignIn,mfa-code-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:353,SignIn,mfa-cancel-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:361,SignIn,mfa-verify-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:368,SignIn,signin-form,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:416,SignIn,signin-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:435,SignIn,signin-passkey-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:445,SignIn,signin-passkey-hint,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:458,SignIn,signin-pm-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:461,SignIn,signin-shop-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:464,SignIn,signin-hr-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:467,SignIn,signin-safety-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:470,SignIn,signin-dispatch-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:473,SignIn,signin-leadership-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/SignIn.jsx:476,SignIn,signin-admin-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:110,Tasks,tasks-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:131,Tasks,tasks-priority-filter,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:144,Tasks,tasks-source-filter,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:162,Tasks,tasks-search-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:274,Tasks,task-drawer,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:361,Tasks,task-comment-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/Tasks.jsx:363,Tasks,task-comment-submit,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingHub.jsx:61,TrainingHub,training-hub-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingHub.jsx:62,TrainingHub,training-hub-mission-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingHub.jsx:103,TrainingHub,training-hub-guidance-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingQrPoster.jsx:122,TrainingQrPoster,qr-poster-back,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingQrPoster.jsx:131,TrainingQrPoster,qr-poster-print,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingTrack.jsx:113,TrainingTrack,training-track-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingTrack.jsx:356,TrainingTrack,lesson-video-fallback-hint,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrainingTrack.jsx:365,TrainingTrack,lesson-video-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxes.jsx:18,TrenchBoxes,back-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:168,TrenchBoxesAdmin,admin-trench-page,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:190,TrenchBoxesAdmin,open-poster-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:194,TrenchBoxesAdmin,new-trench-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:285,TrenchBoxesAdmin,trench-box-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:298,TrenchBoxesAdmin,trench-box-type-select,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:318,TrenchBoxesAdmin,trench-box-stacking-select,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:347,TrenchBoxesAdmin,trench-file-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:359,TrenchBoxesAdmin,trench-notes-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/TrenchBoxesAdmin.jsx:363,TrenchBoxesAdmin,save-trench-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/V2Compare.jsx:136,V2Compare,v2-compare-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/V2Index.jsx:221,V2Index,v2-index-root,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/V2Index.jsx:223,V2Index,v2-index-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/V2Index.jsx:262,V2Index,v2-index-rules-note,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:135,ViewDailyReport,daily-report-table-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:331,ViewDailyReport,delete-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:341,ViewDailyReport,email-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:348,ViewDailyReport,print-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:417,ViewDailyReport,"<KV label={t(""Project Name"")} value={data.project_name} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:418,ViewDailyReport,"<KV label={t(""Project Number"")} value={data.project_number} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:440,ViewDailyReport,"<KV label={t(""Date"")} value={formatDateLong(data.report_date)} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:441,ViewDailyReport,"<KV label={t(""Prepared By"")} value={data.prepared_by} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:442,ViewDailyReport,"<KV label={t(""Superintendent"")} value={data.superintendent} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:446,ViewDailyReport,daily-report-notification-status,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/pages/ViewDailyReport.jsx:465,ViewDailyReport,daily-report-notification-status-text,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/pages/ViewDailyReport.jsx:484,ViewDailyReport,view-dr-weather-meta,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:515,ViewDailyReport,"<KV label={t(""Schedule Delays"")} value={data.schedule_delays} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:516,ViewDailyReport,"<KV label={t(""Weather Impact"")} value={data.weather_impact} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:517,ViewDailyReport,"<KV label={t(""Accidents on Site"")} value={data.safety_incidents_today}",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:518,ViewDailyReport,"<KV label={t(""Injuries Reported"")} value={data.injuries_reported} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:520,ViewDailyReport,"<KV label={t(""Detail"")} value={data.incident_notes} full />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:529,ViewDailyReport,"<KV label={t(""Safety Notified"")} value={data.safety_notified} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:532,ViewDailyReport,<KV,DIRECT_FACT,value_component_fact,value-bearing component rendering a fetched fact
frontend/src/pages/ViewDailyReport.jsx:556,ViewDailyReport,"<KV label={t(""General Notes"")} value={data.general_notes} full />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewDailyReport.jsx:571,ViewDailyReport,view-dr-operational-summary-meta,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewDailyReport.jsx:849,ViewDailyReport,dr-view-schedule-actual-count,DIRECT_FACT,inline_length_or_count,inline .length/.count of rendered data
frontend/src/pages/ViewEquipmentInspection.jsx:155,ViewEquipmentInspection,email-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewEquipmentInspection.jsx:158,ViewEquipmentInspection,print-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewEquipmentInspection.jsx:162,ViewEquipmentInspection,delete-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/pages/ViewEquipmentInspection.jsx:216,ViewEquipmentInspection,"<KV label=""Project"" value={sanitizeOperatorReference(data.project_name",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewEquipmentInspection.jsx:217,ViewEquipmentInspection,"<KV label=""Project #"" value={sanitizeOperatorProjectNumber(data.projec",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewEquipmentInspection.jsx:218,ViewEquipmentInspection,"<KV label=""Location"" value={sanitizeOperatorReference(data.location, """,DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewEquipmentInspection.jsx:219,ViewEquipmentInspection,"<KV label=""Operator"" value={sanitizeOperatorReference(formatEmployeeId",DIRECT_FACT,value_component_fact,value-bearing component rendering a fetched fact
frontend/src/pages/ViewEquipmentInspection.jsx:220,ViewEquipmentInspection,"<KV label=""Date / Time"" value={`${data.inspection_date} ${data.inspect",NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,on_time SectionTimeline false-match (non-KPI),
frontend/src/pages/ViewEquipmentInspection.jsx:227,ViewEquipmentInspection,"<KV label=""Type"" value={data.equipment_type} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewEquipmentInspection.jsx:228,ViewEquipmentInspection,"<KV label=""Unit"" value={data.equipment_unit} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
frontend/src/pages/ViewEquipmentInspection.jsx:229,ViewEquipmentInspection,"<KV label=""Make"" value={data.equipment_make} />",DIRECT_FACT,record_field_or_local_length,record serialization -> prop -> render
